"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN","WDF5","WSF5"
"USW00013960","32.8519","-96.8555","134.1","1953-01-02","0.00","55","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-03","0.00","56","33",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-04","0.00","63","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-05","0.00","68","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-06","0.00","74","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-07","0.00","64","42",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-08","0.00","58","41",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-09","0.00","58","38",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-10","0.00","67","31",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-11","0.00","63","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-12","0.00","69","42",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-13","0.00","71","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-14","0.00","74","56",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-15","0.00","66","27",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-16","0.30","27","19",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-17","0.00","38","20",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-18","0.00","58","32",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-19","0.00","67","42",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-20","0.00","54","36",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-21","0.00","60","31",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-22","0.00","71","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-23","0.38","46","32",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-24","0.00","63","34",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-25","0.00","77","41",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-26","0.00","80","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-27","0.00","77","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-28","0.00","63","36",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-29","0.00","66","41",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-30","0.00","71","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-01-31","0.00","70","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-01","0.00","70","36",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-02","0.00","71","44",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-03","0.00","73","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-04","0.00","73","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-05","0.00","76","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-06","0.02","61","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-07","0.00","62","46",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-08","0.00","66","43",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-09","0.01","62","52",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-10","0.48","67","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-11","0.27","47","37",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-12","0.00","54","33",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-13","0.00","56","31",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-14","0.00","53","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-15","0.00","67","34",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-16","0.00","58","38",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-17","0.00","60","30",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-18","0.09","52","36",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-19","0.25","68","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-20","0.00","54","33",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-21","0.00","43","26",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-22","0.00","53","23",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-23","0.05","50","35",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-24","0.22","46","36",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-25","0.00","57","42",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-26","0.00","68","37",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-27","0.00","81","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-02-28","0.00","74","44",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-01","0.09","79","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-02","0.03","71","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-03","0.05","79","42",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-04","0.00","55","35",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-05","0.00","68","38",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-06","0.00","71","43",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-07","0.00","77","49",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-08","0.01","64","43",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-09","1.79","54","46",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-10","0.02","56","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-11","0.08","71","54",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-12","0.00","79","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-13","0.00","74","55",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-14","0.00","82","55",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-15","0.00","70","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-16","0.18","66","50",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-17","0.16","75","59",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-18","0.00","75","56",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-19","0.00","78","49",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-20","0.00","79","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-21","0.12","80","56",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-22","0.66","74","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-23","0.00","78","42",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-24","0.00","73","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-25","0.00","70","43",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-26","0.00","75","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-27","0.08","74","55",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-28","0.00","79","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-29","0.00","76","56",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-30","0.28","70","66",,
"USW00013960","32.8519","-96.8555","134.1","1953-03-31","0.00","78","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-01","0.00","75","52",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-02","0.00","82","55",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-03","0.01","64","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-04","0.00","72","44",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-05","0.35","70","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-06","0.00","58","52",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-07","0.00","78","50",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-08","0.00","89","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-09","0.00","86","62",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-10","0.00","72","49",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-11","0.00","83","51",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-12","0.00","58","43",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-13","0.00","68","37",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-14","0.00","68","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-15","0.00","71","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-16","0.00","71","41",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-17","0.00","79","54",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-18","0.00","74","38",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-19","0.00","64","34",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-20","0.00","67","35",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-21","0.00","82","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-22","0.00","85","59",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-23","1.58","75","62",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-24","0.48","82","60",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-25","0.00","75","52",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-26","0.00","75","46",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-27","0.00","82","54",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-28","2.61","71","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-29","0.00","77","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-04-30","0.00","83","61",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-01","0.00","87","65",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-02","0.00","82","56",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-03","0.00","73","54",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-04","0.09","68","50",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-05","0.00","73","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-06","0.00","78","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-07","0.00","88","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-08","0.00","91","59",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-09","0.00","90","69",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-10","0.38","80","65",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-11","0.04","79","65",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-12","0.59","70","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-13","0.55","55","50",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-14","0.05","60","49",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-15","1.05","65","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-16","0.35","75","60",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-17","0.00","85","57",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-18","0.00","83","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-19","0.00","87","57",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-20","0.00","89","66",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-21","0.00","91","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-22","0.00","94","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-23","0.00","93","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-24","0.00","93","76",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-25","0.00","94","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-26","0.00","95","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-27","0.00","92","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-28","0.00","92","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-29","0.00","95","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-30","0.00","94","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-05-31","0.00","96","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-01","0.00","97","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-02","0.00","98","68",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-03","0.00","97","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-04","0.00","94","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-05","0.00","93","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-06","0.00","94","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-07","0.00","94","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-08","0.00","99","76",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-09","0.00","98","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-10","0.00","99","77",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-11","0.00","102","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-12","0.03","105","76",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-13","0.00","101","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-14","0.00","105","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-15","0.00","102","80",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-16","0.00","99","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-17","0.00","98","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-18","0.00","101","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-19","0.00","102","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-20","0.00","104","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-21","0.00","105","81",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-22","0.00","104","77",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-23","0.00","101","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-24","0.00","101","81",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-25","0.00","99","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-26","0.00","100","80",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-27","0.00","101","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-28","0.00","95","77",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-29","0.80","81","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-06-30","0.00","90","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-01","0.00","97","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-02","0.00","100","77",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-03","0.00","98","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-04","0.00","98","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-05","0.00","99","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-06","0.00","102","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-07","0.00","101","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-08","0.00","103","80",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-09","0.00","106","80",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-10","0.10","89","76",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-11","0.00","94","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-12","0.00","80","65",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-13","0.00","77","65",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-14","0.00","91","66",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-15","0.00","86","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-16","0.09","87","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-17","0.00","90","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-18","0.00","92","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-19","0.00","88","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-20","0.13","91","77",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-21","0.00","101","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-22","0.00","102","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-23","0.06","99","80",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-24","0.00","97","77",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-25","0.00","96","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-26","0.00","92","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-27","0.00","98","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-28","0.00","98","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-29","0.00","95","76",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-30","0.00","98","77",,
"USW00013960","32.8519","-96.8555","134.1","1953-07-31","0.00","99","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-01","0.00","96","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-02","0.00","98","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-03","0.00","100","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-04","0.00","101","77",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-05","0.00","94","80",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-06","0.27","104","76",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-07","0.00","107","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-08","0.00","108","80",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-09","0.09","91","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-10","0.00","101","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-11","0.00","107","79",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-12","0.49","89","70",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-13","0.00","95","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-14","0.00","100","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-15","0.00","98","78",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-16","0.00","98","75",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-17","0.13","93","74",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-18","0.10","88","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-19","0.00","83","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-20","0.00","90","68",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-21","0.00","92","62",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-22","0.00","95","61",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-23","0.00","92","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-24","0.00","91","70",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-25","0.00","92","70",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-26","0.00","92","69",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-27","0.00","94","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-28","0.00","94","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-29","0.00","90","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-30","0.02","86","70",,
"USW00013960","32.8519","-96.8555","134.1","1953-08-31","0.64","88","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-01","0.00","94","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-02","0.05","93","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-03","0.59","88","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-04","0.00","81","60",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-05","0.00","88","56",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-06","0.00","92","56",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-07","0.00","94","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-08","0.00","96","69",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-09","0.00","96","66",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-10","0.00","93","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-11","0.00","97","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-12","0.00","95","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-13","0.00","94","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-14","0.00","102","66",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-15","0.00","100","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-16","0.00","95","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-17","0.00","93","66",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-18","0.00","83","73",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-19","0.00","97","69",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-20","0.00","102","70",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-21","0.29","85","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-22","0.00","86","59",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-23","0.00","84","60",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-24","0.00","88","55",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-25","0.00","92","68",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-26","0.00","98","68",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-27","0.00","103","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-28","0.00","105","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-29","0.00","100","70",,
"USW00013960","32.8519","-96.8555","134.1","1953-09-30","0.00","99","65",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-01","0.00","97","69",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-02","0.00","92","72",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-03","0.00","90","71",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-04","0.04","74","61",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-05","0.00","76","54",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-06","0.00","79","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-07","0.00","76","44",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-08","0.00","80","44",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-09","0.00","89","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-10","0.00","94","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-11","0.00","97","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-12","0.00","90","62",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-13","0.00","87","61",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-14","0.00","86","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-15","0.00","87","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-16","0.00","87","61",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-17","0.00","86","62",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-18","0.00","86","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-19","0.00","85","66",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-20","0.00","84","63",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-21","0.10","83","67",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-22","0.32","82","64",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-23","1.20","73","60",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-24","0.00","72","58",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-25","1.52","79","59",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-26","0.00","62","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-27","0.00","66","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-28","0.00","72","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-29","0.00","74","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-30","0.00","70","51",,
"USW00013960","32.8519","-96.8555","134.1","1953-10-31","0.02","60","52",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-01","0.00","74","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-02","0.00","75","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-03","0.60","66","54",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-04","1.39","62","56",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-05","0.00","61","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-06","0.00","57","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-07","0.19","48","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-08","0.00","48","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-09","0.00","57","32",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-10","0.00","65","34",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-11","0.00","71","42",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-12","0.00","71","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-13","0.00","73","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-14","0.00","73","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-15","0.00","73","44",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-16","0.00","73","51",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-17","0.00","72","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-18","0.00","76","61",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-19","0.55","70","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-20","0.00","58","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-21","0.04","51","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-22","0.00","54","34",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-23","0.00","72","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-24","0.00","65","46",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-25","0.00","60","42",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-26","0.00","71","37",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-27","0.00","68","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-28","0.00","53","48",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-29","0.00","61","45",,
"USW00013960","32.8519","-96.8555","134.1","1953-11-30","0.00","61","51",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-01","0.17","62","53",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-02","0.54","69","51",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-03","0.22","66","47",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-04","0.00","66","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-05","0.00","71","44",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-06","0.00","60","38",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-07","0.00","64","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-08","0.00","66","46",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-09","0.00","51","37",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-10","0.00","58","34",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-11","0.63","48","44",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-12","0.00","51","37",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-13","0.00","60","32",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-14","0.00","46","32",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-15","0.00","60","30",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-16","0.00","56","37",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-17","0.00","51","35",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-18","0.00","52","40",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-19","0.00","49","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-20","0.00","50","43",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-21","0.00","53","39",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-22","0.00","40","19",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-23","0.00","35","18",,
"USW00013960","32.8519","-96.8555","134.1","1953-12-24","0.00","42","17",,
